32924,2.76615,-0.0528885
65805,2.24228,-0.0411966
48063,2.23302,-0.0392697
27702,2.07725,-0.0477036
38181,2.0603,-0.0522515
31202,2.05154,-0.0202021
33233,2.01833,-0.043989
84409,1.98468,-0.0577804
34278,1.94317,-0.0427868
33429,1.93859,-0.0513181
24543,1.92954,-0.0648736
16603,1.87485,-0.0497378
77292,1.86277,-0.0487275
32175,1.75325,-0.0477044
35202,1.74411,-0.0551932
32858,1.70379,-0.0548012
34230,1.68967,-0.0434851
49081,1.68447,-0.0505429
78765,1.67304,-0.0432876
19903,1.66665,-0.0587799
38503,1.6619,-0.0474937
48050,1.65148,-0.0495646
87502,1.6134,-0.0470864
21556,1.5994,-0.0363705
95406,1.58443,-0.0346315
30164,1.56756,-0.0493471
93218,1.56038,-0.0545262
70183,1.55315,-0.0408592
24563,1.54609,-0.0573619
35807,1.53232,-0.0267247
23804,1.53179,-0.0547652
16103,1.52838,-0.0419376
29503,1.51639,-0.043319
71309,1.51348,-0.0450544
29342,1.48975,-0.050307
99522,1.48608,-0.0461894
34605,1.48074,-0.0401441
36616,1.47936,-0.044118
77223,1.44997,-0.0488656
29623,1.4481,-0.0503437
29606,1.4379,-0.0543987
33882,1.41355,-0.0487914
94537,1.39958,-0.0408843
37927,1.39922,-0.0421195
96830,1.39713,-0.0543191
32602,1.39425,-0.054045
26425,1.38575,-0.059296
27420,1.37994,-0.0523224
85071,1.37085,-0.056358
46899,1.36477,-0.0215467
32854,1.36351,-0.0435413
93232,1.36151,-0.0548973
29743,1.35877,-0.0524578
24168,1.35299,-0.0290775
99214,1.35134,-0.0578001
11020,1.33008,-0.0245991
31403,1.32583,-0.0500186
30081,1.31453,-0.0527923
96155,1.31237,-0.0340855
6244,1.29836,-0.0473772
30031,1.28518,-0.0445589
78029,1.28366,-0.0425127
92402,1.27531,-0.036536
34995,1.27241,-0.0263796
33840,1.25706,-0.0462584
96162,1.25656,-0.0310976
27871,1.25439,-0.042781
62539,1.24301,-0.0471246
28266,1.24238,-0.04091
67523,1.24197,-0.0471369
27619,1.23988,-0.0401634
72119,1.22499,-0.0541511
75550,1.21156,-0.0398472
29602,1.20687,-0.048889
28802,1.19672,-0.0362721
77383,1.18477,-0.0493163
24243,1.18109,-0.0433878
31549,1.18066,-0.0566315
28053,1.18031,-0.0344241
39506,1.17904,-0.0385625
29221,1.1763,-0.0334837
72902,1.17507,-0.0430411
20604,1.17193,-0.046485
47871,1.16762,-0.0268453
23288,1.15571,-0.0417232
31416,1.1537,-0.0483579
29260,1.15037,-0.0301729
39296,1.14653,-0.0421367
97709,1.13873,-0.0451729
25139,1.13456,-0.0468446
77404,1.1274,-0.0482832
92312,1.12279,-0.0495831
75606,1.11221,-0.0413137
96050,1.10845,-0.031966
90651,1.10834,-0.0430796
91778,1.09948,-0.0476984
38050,1.09929,-0.0412899
59107,1.09363,-0.0390039
2137,1.09334,-0.0534368
37940,1.09305,-0.0318152
40423,1.09208,-0.0405932
49023,1.08456,-0.0344092
28093,1.06661,-0.0414061
4930,1.06365,-0.0580345
36302,1.05718,-0.0373281
35136,1.05029,-0.0572747
93912,1.04467,-0.0546152
22906,1.04383,-0.0479895
64641,1.03745,-0.0411853
75315,1.03708,-0.0378766
27556,1.03564,-0.046
26504,1.02459,-0.036117
71307,1.02008,-0.0391903
33684,1.01981,-0.0397542
28224,1.01568,-0.0546278
76505,1.01499,-0.0471316
30049,1.01484,-0.0524826
11431,1.01458,-0.0430672
6836,1.00691,-0.0253383
39302,1.00168,-0.0525197
98507,0.996631,-0.0466334
45042,0.993081,-0.0294415
36601,0.992864,-0.0374325
66113,0.992082,-0.044552
33675,0.985242,-0.0409999
89116,0.985008,-0.0189194
48308,0.984327,-0.0477747
85751,0.98163,-0.0408772
79493,0.975364,-0.035991
27512,0.967171,-0.0534436
97869,0.964033,-0.0394721
95267,0.962752,-0.0476543
44036,0.955615,-0.033103
39284,0.952986,-0.0410769
83546,0.952463,-0.0537564
85733,0.94803,-0.0368953
34992,0.946936,-0.050678
70571,0.946533,-0.0452089
33550,0.943438,-0.0371802
34697,0.938566,-0.0352877
63868,0.93644,-0.049646
48501,0.933425,-0.0479158
85358,0.93305,-0.0452796
92079,0.929109,-0.0383886
27264,0.928853,-0.0507825
29250,0.927173,-0.0400446
98807,0.92417,-0.0521137
44901,0.923968,-0.0535604
28814,0.922105,-0.0478588
30146,0.920186,-0.0483969
37401,0.919297,-0.0503896
87504,0.916778,-0.0381073
85216,0.915213,-0.0500627
32970,0.91436,-0.0490522
48831,0.913933,-0.0327662
95346,0.90934,-0.0484137
33679,0.909231,-0.0333677
93279,0.908447,-0.0399915
31603,0.906212,-0.0355786
86430,0.905956,-0.039205
6372,0.901783,-0.018318
28222,0.899633,-0.0420994
91749,0.890877,-0.054119
24203,0.883634,-0.0542988
48107,0.883633,-0.0516414
32402,0.880078,-0.0365257
29596,0.87981,-0.0547677
75504,0.879808,-0.0522387
77282,0.879343,-0.049326
41548,0.876203,-0.0185112
71611,0.875639,-0.056174
56020,0.874023,-0.0548938
35541,0.87315,-0.0498227
60522,0.872754,-0.0116843
31009,0.865409,-0.0384751
40066,0.865242,-0.0413521
24378,0.863359,-0.0365465
75138,0.858894,-0.0263727
15474,0.85842,-0.0438428
92817,0.855004,-0.0527806
70127,0.854082,-0.0582052
37011,0.853608,-0.0487267
29679,0.848113,-0.0324869
60482,0.845164,-0.0507059
22964,0.843372,-0.0541365
48504,0.842015,-0.0466595
72217,0.835285,-0.0421206
48376,0.834094,-0.041879
70429,0.833302,-0.0447318
47902,0.829025,-0.0508332
77670,0.828526,-0.047696
91912,0.8281,-0.021657
27907,0.827402,-0.0355353
80522,0.823602,-0.0455257
85252,0.82312,-0.0406044
77574,0.821954,-0.0382572
44127,0.821788,-0.0593055
99821,0.814646,-0.0506014
14560,0.812431,-0.0260445
19016,0.812143,-0.0450884
4234,0.81145,-0.0473963
35765,0.811209,-0.0207103
27356,0.809334,-0.0518431
85046,0.80863,-0.0508999
92244,0.804826,-0.0547503
81602,0.803941,-0.0419271
92502,0.802026,-0.0236757
24440,0.800869,-0.0405609
60434,0.798573,-0.0493532
89041,0.796261,-0.0477353
35253,0.796115,-0.0482429
98231,0.79356,-0.0516511
2071,0.793438,-0.0566704
11582,0.788459,-0.0459954
28541,0.788029,-0.0489907
99209,0.787366,-0.0415812
48505,0.785969,-0.0486859
91209,0.784206,-0.040377
45813,0.783909,-0.0485495
71902,0.78199,-0.0376678
67441,0.781896,-0.023332
33622,0.781813,-0.0478577
44555,0.781004,0.00576702
48506,0.777924,-0.0336805
3247,0.777305,-0.0404463
36072,0.776623,-0.0431237
28768,0.77551,-0.0576711
24612,0.775119,-0.0508865
45034,0.772079,-0.0272548
32802,0.771969,-0.0250192
71058,0.768984,-0.0388736
70632,0.766971,-0.0305089
41169,0.761318,-0.0466718
17965,0.761276,-0.0505828
43702,0.759241,-0.0418926
72219,0.756425,-0.0490113
2334,0.755975,-0.0355344
86405,0.752192,-0.0335914
78104,0.750982,-0.0308994
48605,0.750483,-0.0489482
94913,0.749969,-0.0212378
95352,0.749851,-0.022483
83206,0.748721,-0.0402969
39442,0.745965,-0.0432437
6829,0.745402,-0.0437486
52244,0.742237,-0.0393422
91903,0.740757,-0.0289479
22194,0.737082,-0.0470006
39502,0.735446,-0.0248704
34421,0.726656,-0.0505016
46807,0.724487,-0.0450636
88031,0.723445,-0.0352636
23937,0.722072,-0.0552958
29718,0.719209,-0.0578139
91917,0.713574,-0.012841
83711,0.712806,-0.0441158
29822,0.712601,-0.0343744
89024,0.709082,-0.0442392
93406,0.709068,-0.0448482
93032,0.708255,-0.0423114
53061,0.708058,-0.0470334
84771,0.706038,-0.0379262
6134,0.705588,-0.0338569
6064,0.703146,-0.0262628
31297,0.702961,-0.0468909
27419,0.701816,-0.0453255
40233,0.695868,-0.0418257
93747,0.695239,-0.054468
48234,0.694829,-0.0517674
23467,0.693445,-0.0504622
29587,0.693442,-0.0323637
36868,0.692187,-0.0298647
29901,0.690131,-0.0287262
28793,0.687006,-0.0392388
3465,0.686098,-0.052753
73033,0.684947,-0.0375686
99210,0.684367,-0.031349
28032,0.684127,-0.0441488
6020,0.681853,-0.0489239
44049,0.679935,-0.0404453
28159,0.678742,-0.0404623
28687,0.677038,-0.0475439
28503,0.676792,-0.0466765
22403,0.674755,-0.0543237
38025,0.673814,-0.0418077
31765,0.673185,-0.0503661
4417,0.673011,-0.0350788
15015,0.671379,-0.02177
96118,0.670345,-0.044104
48426,0.668968,-0.0160495
43934,0.668427,-0.0445378
28026,0.662455,-0.017181
28725,0.661584,-0.0378466
91322,0.657546,-0.0403716
81136,0.656292,-0.0420012
23501,0.655431,-0.0431387
93303,0.655293,-0.0559692
87574,0.655221,-0.0341224
8818,0.653671,-0.0491408
24115,0.651536,-0.0510736
17575,0.648086,-0.0408499
43610,0.647179,-0.0344595
1090,0.645569,-0.0489747
92519,0.645023,-0.0356894
86302,0.643192,-0.0389456
5702,0.643147,-0.0325137
77248,0.643034,-0.0389348
60645,0.641242,-0.0499161
43758,0.639707,-0.0488003
89452,0.638493,-0.0453442
95344,0.637763,-0.0494098
78269,0.629343,-0.0289371
3802,0.628727,-0.0363399
6881,0.628689,-0.0226577
38039,0.627316,-0.0457204
52590,0.626006,-0.0454855
77516,0.625915,-0.0486819
31208,0.624184,-0.0278677
54933,0.622515,-0.0495816
31776,0.622403,-0.0394355
36560,0.622101,-0.0125204
86342,0.621981,-0.0235902
73140,0.621022,-0.048632
95457,0.62062,-0.0356467
32957,0.619955,-0.0574581
23090,0.619192,-0.0387214
29530,0.618457,-0.0443011
40522,0.615625,-0.0361892
73126,0.615038,-0.0389737
66413,0.614482,-0.0286062
96039,0.614127,-0.0146138
2355,0.613508,-0.0529922
75083,0.61339,-0.0463537
60078,0.613201,-0.0428259
81402,0.61119,-0.0420963
62058,0.610727,-0.018785
18081,0.609869,-0.0194704
29608,0.605385,-0.0485908
70069,0.604839,-0.0280787
7060,0.603242,-0.0432814
27897,0.601998,-0.0323062
98907,0.599225,-0.0405647
1866,0.599057,-0.046977
89402,0.597342,-0.0460409
60454,0.59659,-0.0202882
27053,0.596431,-0.0120233
32704,0.592241,-0.0516848
40201,0.591205,-0.0454833
38374,0.585807,-0.0245634
36854,0.583038,-0.0501875
74702,0.582824,-0.0374643
36361,0.582799,-0.0412
88102,0.580796,-0.0423764
50135,0.580521,-0.0487296
48227,0.579363,-0.0420081
53216,0.576911,-0.0488659
63740,0.573726,-0.0176615
32044,0.572598,-0.0365583
92086,0.571147,-0.0185038
35014,0.569998,-0.0270765
27204,0.569732,-0.0438899
67057,0.569441,-0.0429538
6354,0.567673,-0.051851
64802,0.563581,-0.0355746
35981,0.563471,-0.0401587
82327,0.562583,-0.0493146
41105,0.558766,-0.0459618
38702,0.558577,-0.0332176
36123,0.558215,-0.0196412
4116,0.557785,-0.0546887
48043,0.555596,-0.0495301
49905,0.554839,-0.0301572
29178,0.553678,-0.0421079
60917,0.552967,-0.0388167
45218,0.552265,-0.033632
70381,0.551898,-0.0397014
47456,0.551339,-0.0372569
27325,0.54687,-0.0487041
3105,0.546841,-0.0462973
46904,0.545108,-0.0479052
37605,0.541732,-0.0277282
56121,0.539839,-0.0375758
36652,0.538081,-0.0328056
49953,0.536468,-0.0295985
45712,0.535847,-0.0431898
29571,0.532046,-0.0511612
40402,0.531449,-0.0243864
38257,0.531179,-0.051323
75091,0.53084,-0.0515991
42202,0.529991,-0.0507686
36272,0.527954,-0.0403025
99687,0.527106,-0.0367765
1340,0.524538,-0.0404116
2883,0.524078,-0.0402247
60079,0.522175,-0.0333096
35902,0.521577,-0.0351738
41559,0.520987,-0.0366235
39535,0.520397,-0.043278
31825,0.51877,-0.0455701
15347,0.51556,-0.0211478
29583,0.515491,-0.0552612
35220,0.515074,-0.0339708
84091,0.514972,-0.0441892
32085,0.514117,-0.04649
89505,0.51387,-0.0434204
46943,0.513549,-0.0499877
29925,0.513425,-0.0571967
64052,0.512765,-0.0400362
86022,0.512559,-0.0168902
95526,0.511461,-0.0252491
47550,0.510816,-0.0329338
72203,0.510366,-0.0296542
35648,0.509955,-0.0387871
39203,0.509568,-0.0392425
97708,0.509306,-0.0534368
23705,0.508482,-0.0308889
48321,0.507335,-0.0409774
67056,0.506762,-0.0487669
87190,0.505589,-0.0516198
15924,0.503588,-0.00169366
53404,0.502624,-0.0281478
72395,0.50237,-0.0431028
60195,0.502094,-0.0462422
73113,0.501836,-0.0334289
1613,0.500256,-0.0324695
